welcome.started,welcome.stopped,intro_key.keys,intro_key.rt,intro_key.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,instruction.started,instruction.stopped,instruction_key.keys,instruction_key.rt,instruction_key.duration,press_space.started,press_space.stopped,press_space_cont.keys,press_space_cont.rt,press_space_cont.duration,practice_trial.started,practice_trial.stopped,key_pract.keys,key_pract.rt,key_pract.duration,too_slow_practice.keys,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,face,object,too_slow_practice.rt,too_slow_practice.duration,transition.started,transition.stopped,press_space_cont_2.keys,press_space_cont_2.rt,press_space_cont_2.duration,trial.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,too_slow_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,too_slow_resp.rt,too_slow_resp.duration,end.started,end.stopped,space_to_exit.keys,space_to_exit.rt,space_to_exit.duration
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,163.4382,163.8547,space,0.4048,,,,,,,,,,,,,stimuli/b02.bmp,stimuli/t1.bmp,,,,,,,,163.8547,164.5557,q,0.2794,,,0,65,65,73,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,164.5562,164.8546,space,0.2855,,,,,,,,,,,,,stimuli/w02.bmp,stimuli/t5.bmp,,,,,,,,164.8546,165.7042,q,0.4174,,,0,66,66,127,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,165.7047,165.973,space,0.2635,,,,,,,,,,,,,stimuli/b01.bmp,stimuli/g2.bmp,,,,,,,,165.9731,166.6212,p,0.2224,,,0,67,67,12,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,166.6216,167.1042,space,0.4668,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/g4.bmp,,,,,,,,167.1042,167.7875,p,0.2553,,,0,68,68,44,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,167.788,168.2042,space,0.4031,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/t6.bmp,,,,,,,,168.2042,168.7886,p,0.1518,,,0,69,69,135,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,168.7892,169.3209,space,0.5193,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/g2.bmp,,,,,,,,169.3209,170.0537,p,0.3105,,,0,70,70,16,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,170.054,170.5371,space,0.4676,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/g5.bmp,,,,,,,,170.5372,171.2536,p,0.3006,,,0,71,71,52,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,171.254,171.7202,space,0.4534,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/g6.bmp,,,,,,,,171.7203,172.4034,p,0.2509,,,0,72,72,62,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,172.4038,172.8202,space,0.401,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/t5.bmp,,,,,,,,172.8202,173.4867,q,0.2388,,,0,73,73,123,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,173.4871,173.82,space,0.3193,,,,,,,,,,,,,stimuli/b01.bmp,stimuli/t3.bmp,,,,,,,,173.82,174.5532,q,0.3073,,,0,74,74,96,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,174.5536,174.8866,space,0.3273,,,,,,,,,,,,,stimuli/w05.bmp,stimuli/g1.bmp,,,,,,,,174.8866,175.6031,p,0.2928,,,0,75,75,10,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,175.6036,176.2864,space,0.6673,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/t5.bmp,,,,,,,,176.2865,177.1193,q,0.4048,,,0,76,76,131,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,177.1198,177.604,space,0.4793,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/g2.bmp,,,,,,,,177.6041,178.2526,p,0.2174,,,0,77,77,23,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,178.253,178.7192,space,0.4599,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/t6.bmp,,,,,,,,178.7192,179.4032,q,0.2626,,,0,78,78,134,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,179.4037,179.7538,space,0.3459,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/g5.bmp,,,,,,,,179.7539,180.5025,p,0.3185,,,0,79,79,56,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,180.5029,180.9857,space,0.4687,,,,,,,,,,,,,stimuli/w02.bmp,stimuli/t3.bmp,,,,,,,,180.9858,181.7189,q,0.3046,,,0,80,80,103,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,181.7193,182.5022,space,0.7737,,,,,,,,,,,,,stimuli/w01.bmp,stimuli/g5.bmp,,,,,,,,182.5023,183.3354,p,0.4042,,,0,81,81,54,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,183.3358,183.8354,space,0.49,,,,,,,,,,,,,stimuli/b01.bmp,stimuli/g4.bmp,,,,,,,,183.8355,184.5851,p,0.3173,,,0,82,82,36,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,184.5856,185.0686,space,0.4685,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/t1.bmp,,,,,,,,185.0686,185.835,q,0.3339,,,0,83,83,83,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,185.8354,186.235,space,0.3886,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/t5.bmp,,,,,,,,186.235,187.0513,q,0.384,,,0,84,84,128,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,187.0518,187.4688,space,0.4128,,,,,,,,,,,,,stimuli/w05.bmp,stimuli/t1.bmp,,,,,,,,187.4688,188.2012,q,0.3005,,,0,85,85,82,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,188.2016,188.7013,space,0.4842,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/t4.bmp,,,,,,,,188.7014,189.4345,q,0.3005,,,0,86,86,116,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,189.435,190.1515,space,0.7029,,,,,,,,,,,,,stimuli/b02.bmp,stimuli/t4.bmp,,,,,,,,190.1516,190.901,q,0.3175,,,0,87,87,109,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,190.9014,191.3177,space,0.4016,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/g2.bmp,,,,,,,,191.3177,192.1009,p,0.3577,,,0,88,88,15,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,192.1015,192.6679,space,0.5605,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/g4.bmp,,,,,,,,192.668,193.3673,p,0.268,,,0,89,89,39,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,193.3679,193.8021,space,0.4295,,,,,,,,,,,,,stimuli/w01.bmp,stimuli/t4.bmp,,,,,,,,193.8022,194.5505,q,0.318,,,0,90,90,114,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,194.551,195.0005,space,0.4343,,,,,,,,,,,,,stimuli/b02.bmp,stimuli/g1.bmp,,,,,,,,195.0006,195.6171,p,0.1919,,,0,91,91,1,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,195.6176,196.0849,space,0.4627,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/t1.bmp,,,,,,,,196.085,196.8168,p,0.3007,,,0,92,92,74,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,196.8173,197.3841,space,0.5507,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/t3.bmp,,,,,,,,197.3842,198.1835,q,0.3673,,,0,93,93,107,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,198.1841,198.5335,space,0.3402,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/t3.bmp,,,,,,,,198.5335,199.368,q,0.4067,,,0,94,94,99,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,199.3686,199.7166,space,0.335,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/g5.bmp,,,,,,,,199.7167,200.4829,p,0.3415,,,0,95,95,50,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,200.4834,200.9509,space,0.4633,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/t3.bmp,,,,,,,,200.951,202.883,,,,space,0,96,96,100,1,1.0025,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,202.8834,203.5161,space,0.617,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/t5.bmp,,,,,,,,203.5162,204.2492,q,0.3006,,,0,97,97,124,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,204.2497,204.7826,space,0.517,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/g4.bmp,,,,,,,,204.7826,206.1491,,,,space,0,98,98,38,1,0.4345,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,206.1496,206.7654,space,0.6097,,,,,,,,,,,,,stimuli/w04.bmp,stimuli/g2.bmp,,,,,,,,206.7654,207.4821,p,0.2852,,,0,99,99,21,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,207.4826,207.85,space,0.3606,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/t3.bmp,,,,,,,,207.85,208.5986,q,0.3176,,,0,100,100,104,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,208.599,208.9154,space,0.3059,,,,,,,,,,,,,stimuli/w04.bmp,stimuli/g1.bmp,,,,,,,,208.9154,209.5984,p,0.2527,,,0,101,101,9,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,209.5989,209.9163,space,0.3127,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/t6.bmp,,,,,,,,209.9163,210.6321,q,0.2917,,,0,102,102,140,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,210.6326,210.9487,space,0.3023,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/g3.bmp,,,,,,,,210.9487,211.6816,p,0.3014,,,0,103,103,28,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,211.682,212.115,space,0.4185,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/g1.bmp,,,,,,,,212.1151,212.7314,q,0.1919,,,0,104,104,4,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,212.7318,213.2314,space,0.4891,,,,,,,,,,,,,stimuli/b01.bmp,stimuli/t2.bmp,,,,,,,,213.2315,213.9312,q,0.2737,,,0,105,105,84,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,213.9316,214.2646,space,0.3274,,,,,,,,,,,,,stimuli/b06.bmp,stimuli/g3.bmp,,,,,,,,214.2648,214.9652,p,0.2674,,,0,106,106,29,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,214.9657,215.3978,space,0.4169,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/g6.bmp,,,,,,,,215.3979,216.0975,p,0.2915,,,0,107,107,71,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,216.098,216.4644,space,0.3615,,,,,,,,,,,,,stimuli/w05.bmp,stimuli/t3.bmp,,,,,,,,216.4645,217.1981,q,0.3125,,,0,108,108,106,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,217.1987,217.5477,space,0.3443,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/t2.bmp,,,,,,,,217.5477,218.3305,q,0.3613,,,0,109,109,87,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,218.3308,218.6639,space,0.3202,,,,,,,,,,,,,stimuli/w04.bmp,stimuli/t2.bmp,,,,,,,,218.6639,219.3305,q,0.2385,,,0,110,110,93,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,219.3309,219.7308,space,0.3841,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/g5.bmp,,,,,,,,219.7309,220.4306,p,0.2695,,,0,111,111,51,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,220.4311,220.8138,space,0.3671,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/g6.bmp,,,,,,,,220.8139,221.4302,p,0.1902,,,0,112,112,64,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,221.4306,221.9302,space,0.4839,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/t6.bmp,,,,,,,,221.9302,222.5301,p,0.1912,,,0,113,113,136,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,222.5304,223.1635,space,0.6208,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/g3.bmp,,,,,,,,223.1635,223.7633,p,0.1773,,,0,114,114,26,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,223.7638,224.1634,space,0.3846,,,,,,,,,,,,,stimuli/b06.bmp,stimuli/t6.bmp,,,,,,,,224.1634,224.8799,q,0.284,,,0,115,115,137,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,224.8805,225.1803,space,0.2926,,,,,,,,,,,,,stimuli/b02.bmp,stimuli/t5.bmp,,,,,,,,225.1803,225.9464,q,0.3373,,,0,116,116,121,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,225.9469,226.2809,space,0.3262,,,,,,,,,,,,,stimuli/w02.bmp,stimuli/g4.bmp,,,,,,,,226.281,226.9461,p,0.2346,,,0,117,117,43,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,226.9465,227.3296,space,0.3675,,,,,,,,,,,,,stimuli/w01.bmp,stimuli/t6.bmp,,,,,,,,227.3298,228.0794,q,0.3184,,,0,118,118,138,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,228.0797,228.3127,space,0.2261,,,,,,,,,,,,,stimuli/b06.bmp,stimuli/t1.bmp,,,,,,,,228.3128,229.1126,q,0.3685,,,0,119,119,77,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,229.1131,229.496,space,0.3747,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/g4.bmp,,,,,,,,229.496,230.2124,p,0.2859,,,0,120,120,40,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,230.2128,230.5487,space,0.3305,,,,,,,,,,,,,stimuli/w01.bmp,stimuli/t5.bmp,,,,,,,,230.5487,231.2622,q,0.2843,,,0,121,121,126,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,231.2627,231.6124,space,0.334,,,,,,,,,,,,,stimuli/w04.bmp,stimuli/g6.bmp,,,,,,,,231.6124,232.4788,p,0.434,,,0,122,122,69,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,232.4792,232.9463,space,0.4568,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/t3.bmp,,,,,,,,232.9464,233.6785,q,0.3104,,,0,123,123,98,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,233.6791,234.0125,space,0.3178,,,,,,,,,,,,,stimuli/b06.bmp,stimuli/g5.bmp,,,,,,,,234.0125,234.6617,p,0.2226,,,0,124,124,53,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,234.6622,235.4131,space,0.7463,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/g2.bmp,,,,,,,,235.4133,236.0449,p,0.2073,,,0,125,125,14,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,236.0454,236.6283,space,0.5675,,,,,,,,,,,,,stimuli/w01.bmp,stimuli/t3.bmp,,,,,,,,236.6284,237.3449,q,0.2848,,,0,126,126,102,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,237.3454,237.6955,space,0.3363,,,,,,,,,,,,,stimuli/w02.bmp,stimuli/t2.bmp,,,,,,,,237.6956,239.2782,,,,space,0,127,127,91,1,0.6534,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,239.2787,239.8284,space,0.5369,,,,,,,,,,,,,stimuli/b06.bmp,stimuli/t3.bmp,,,,,,,,239.8286,240.4446,q,0.1907,,,0,128,128,101,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,240.4451,240.828,space,0.367,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/t1.bmp,,,,,,,,240.828,241.5608,q,0.302,,,0,129,129,75,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,241.5612,241.8777,space,0.3089,,,,,,,,,,,,,stimuli/w02.bmp,stimuli/t1.bmp,,,,,,,,241.8779,242.544,q,0.2387,,,0,130,130,79,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,242.5444,242.8607,space,0.3097,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/g5.bmp,,,,,,,,242.8608,243.3783,q,0.1009,,,0,131,131,59,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,243.3787,243.8107,space,0.4217,,,,,,,,,,,,,stimuli/b06.bmp,stimuli/g6.bmp,,,,,,,,243.8108,244.4272,p,0.1872,,,0,132,132,65,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,244.4276,244.8109,space,0.3772,,,,,,,,,,,,,stimuli/w04.bmp,stimuli/g4.bmp,,,,,,,,244.8109,245.4771,p,0.239,,,0,133,133,45,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,245.4775,245.8771,space,0.39,,,,,,,,,,,,,stimuli/w05.bmp,stimuli/g2.bmp,,,,,,,,245.8771,246.4769,p,0.1745,,,0,134,134,22,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,246.4773,246.9273,space,0.443,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/g1.bmp,,,,,,,,246.9274,247.7267,p,0.3744,,,0,135,135,11,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,247.7271,248.177,space,0.4337,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/g3.bmp,,,,,,,,248.177,248.7933,p,0.1841,,,0,136,136,32,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,248.7937,249.2767,space,0.4693,,,,,,,,,,,,,stimuli/b02.bmp,stimuli/t3.bmp,,,,,,,,249.2767,249.9764,q,0.2738,,,0,137,137,97,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,249.9769,250.4934,space,0.5043,,,,,,,,,,,,,stimuli/b01.bmp,stimuli/t5.bmp,,,,,,,,250.4936,251.2761,q,0.3507,,,0,138,138,120,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,251.2765,251.7101,space,0.4238,,,,,,,,,,,,,stimuli/w05.bmp,stimuli/t6.bmp,,,,,,,,251.7101,252.4594,q,0.3176,,,0,139,139,142,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,252.4598,252.843,space,0.3677,,,,,,,,,,,,,stimuli/b02.bmp,stimuli/g3.bmp,,,,,,,,252.8431,253.4932,p,0.2207,,,0,140,140,25,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,253.4936,254.0093,space,0.5041,,,,,,,,,,,,,stimuli/b06.bmp,stimuli/g1.bmp,,,,,,,,254.0094,254.6091,p,0.1761,,,0,141,141,5,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,254.6096,255.1428,space,0.5172,,,,,,,,,,,,,stimuli/w05.bmp,stimuli/g5.bmp,,,,,,,,255.1428,255.659,q,0.0923,,,0,142,142,58,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,255.6594,256.2924,space,0.6265,,,,,,,,,,,,,stimuli/b02.bmp,stimuli/t6.bmp,,,,,,,,256.2924,257.0087,q,0.2837,,,0,143,143,133,1,,,,,,,
,,,,,927339,001,2023-10-25_14h54.51.507,psychopy project,2023.2.3,Win32,60.03842459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0094,258.91,space,1.8795,