welcome.started,welcome.stopped,intro_key.keys,intro_key.rt,intro_key.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,instruction.started,instruction.stopped,instruction_key.keys,instruction_key.rt,instruction_key.duration,press_space.started,press_space.stopped,press_space_cont.keys,press_space_cont.rt,press_space_cont.duration,practice_trial.started,practice_trial.stopped,key_pract.keys,key_pract.rt,key_pract.duration,too_slow_practice.keys,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,face,object,transition.started,transition.stopped,trial.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,too_slow_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,too_slow_resp.rt,too_slow_resp.duration,end.started,end.stopped,space_to_exit.keys,space_to_exit.rt,space_to_exit.duration
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,116.1178,116.5519,space,0.4167,,,,,,,,,,,,,stimuli/b02.bmp,stimuli/g6.bmp,,,116.5519,117.2863,p,0.3282,,,0,66,66,61,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,117.2868,117.6868,space,0.3937,,,,,,,,,,,,,stimuli/w01.bmp,stimuli/g1.bmp,,,117.6869,118.4885,p,0.3864,,,0,67,67,6,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,118.489,118.8391,space,0.3403,,,,,,,,,,,,,stimuli/w01.bmp,stimuli/g6.bmp,,,118.8392,119.607,p,0.3502,,,0,68,68,66,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,119.6075,119.9744,space,0.3514,,,,,,,,,,,,,stimuli/b02.bmp,stimuli/t2.bmp,,,119.9745,120.6587,q,0.2651,,,0,69,69,85,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,120.6591,121.043,space,0.3668,,,,,,,,,,,,,stimuli/w04.bmp,stimuli/g3.bmp,,,121.0431,121.7941,p,0.3256,,,0,70,70,33,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,121.7945,122.1783,space,0.3697,,,,,,,,,,,,,stimuli/w04.bmp,stimuli/g6.bmp,,,122.1783,123.0129,p,0.4266,,,0,71,71,69,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,123.0133,123.4144,space,0.3847,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/g4.bmp,,,123.4144,125.8345,,,,space,0,72,72,47,1,1.5039,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,125.8349,127.8714,space,2.0251,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/g1.bmp,,,127.8715,128.5725,p,0.292,,,0,73,73,3,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,128.5734,129.0738,space,0.4879,,,,,,,,,,,,,stimuli/w01.bmp,stimuli/g2.bmp,,,129.0738,129.7412,p,0.2606,,,0,74,74,18,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,129.7416,130.0921,space,0.3352,,,,,,,,,,,,,stimuli/b02.bmp,stimuli/g3.bmp,,,130.0922,130.7431,p,0.242,,,0,75,75,25,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,130.7435,131.0937,space,0.3361,,,,,,,,,,,,,stimuli/b01.bmp,stimuli/t4.bmp,,,131.0937,131.7615,q,0.2522,,,0,76,76,108,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,131.7619,132.1126,space,0.3409,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/g1.bmp,,,132.1126,132.7799,p,0.2344,,,0,77,77,8,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,132.7803,133.1307,space,0.3385,,,,,,,,,,,,,stimuli/w02.bmp,stimuli/t5.bmp,,,133.1307,133.8819,q,0.3341,,,0,78,78,127,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,133.8825,134.2663,space,0.3741,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/g5.bmp,,,134.2663,134.9837,p,0.3032,,,0,79,79,59,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,134.9842,135.3847,space,0.3792,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/g5.bmp,,,135.3849,136.0523,p,0.2517,,,0,80,80,50,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,136.0528,136.3864,space,0.3245,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/t4.bmp,,,136.3864,137.0876,q,0.2943,,,0,81,81,111,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,137.0883,137.4883,space,0.3852,,,,,,,,,,,,,stimuli/b02.bmp,stimuli/g5.bmp,,,137.4885,138.2727,p,0.3678,,,0,82,82,49,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,138.273,138.6068,space,0.3262,,,,,,,,,,,,,stimuli/b06.bmp,stimuli/t1.bmp,,,138.6069,139.3415,q,0.3184,,,0,83,83,77,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,139.342,139.6755,space,0.3184,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/g3.bmp,,,139.6755,140.4602,p,0.3762,,,0,84,84,35,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,140.4607,140.7941,space,0.3241,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/t3.bmp,,,140.7942,141.5952,q,0.3938,,,0,85,85,100,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,141.5957,141.9794,space,0.3727,,,,,,,,,,,,,stimuli/w05.bmp,stimuli/t4.bmp,,,141.9795,142.6637,q,0.2721,,,0,86,86,118,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,142.6641,142.9978,space,0.3177,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/g4.bmp,,,142.9979,143.6822,p,0.2729,,,0,87,87,44,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,143.6826,144.0331,space,0.3369,,,,,,,,,,,,,stimuli/w05.bmp,stimuli/g3.bmp,,,144.0332,144.7674,p,0.3182,,,0,88,88,34,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,144.7678,145.1014,space,0.3204,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/g2.bmp,,,145.1014,145.7358,q,0.2202,,,0,89,89,16,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,145.7363,146.1538,space,0.4015,,,,,,,,,,,,,stimuli/w05.bmp,stimuli/g5.bmp,,,146.1538,147.0213,p,0.4518,,,0,90,90,58,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,147.0218,147.3552,space,0.327,,,,,,,,,,,,,stimuli/w04.bmp,stimuli/t4.bmp,,,147.3553,148.0898,q,0.3179,,,0,91,91,117,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,148.0902,148.4572,space,0.3501,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/t3.bmp,,,148.4573,149.175,q,0.3062,,,0,92,92,104,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,149.1754,149.5092,space,0.3222,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/t5.bmp,,,149.5092,150.3939,q,0.4767,,,0,93,93,122,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,150.3944,150.661,space,0.2581,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/t2.bmp,,,150.6611,151.2788,q,0.205,,,0,94,94,95,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,151.2793,151.6964,space,0.4026,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/t5.bmp,,,151.6964,152.3974,q,0.2934,,,0,95,95,128,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,152.3978,152.7146,space,0.3107,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/t1.bmp,,,152.7147,153.516,q,0.3954,,,0,96,96,75,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,153.5165,153.8835,space,0.3613,,,,,,,,,,,,,stimuli/w01.bmp,stimuli/g3.bmp,,,153.8835,154.6013,p,0.3089,,,0,97,97,30,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,154.6018,155.002,space,0.3836,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/t1.bmp,,,155.0021,155.7031,q,0.2772,,,0,98,98,83,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,155.7036,156.0372,space,0.3179,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/g3.bmp,,,156.0373,156.7216,p,0.273,,,0,99,99,27,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,156.722,157.4229,space,0.6837,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/g6.bmp,,,157.423,158.1241,p,0.2905,,,0,100,100,63,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,158.1245,158.5583,space,0.4176,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/t4.bmp,,,158.5583,159.2092,q,0.2364,,,0,101,101,112,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,159.2096,159.61,space,0.3863,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/g5.bmp,,,159.6101,160.3448,p,0.3148,,,0,102,102,52,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,160.3453,160.7121,space,0.3536,,,,,,,,,,,,,stimuli/b02.bmp,stimuli/g1.bmp,,,160.7121,161.4632,p,0.3408,,,0,103,103,1,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,161.4637,161.814,space,0.3354,,,,,,,,,,,,,stimuli/b01.bmp,stimuli/t3.bmp,,,161.814,162.4982,q,0.2705,,,0,104,104,96,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,162.4986,162.8824,space,0.3681,,,,,,,,,,,,,stimuli/w02.bmp,stimuli/g6.bmp,,,162.8824,163.617,p,0.3259,,,0,105,105,67,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,163.6174,164.0011,space,0.3735,,,,,,,,,,,,,stimuli/b04.bmp,stimuli/t5.bmp,,,164.0011,164.7355,q,0.3188,,,0,106,106,123,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,164.7359,165.1197,space,0.3698,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/t4.bmp,,,165.1198,165.7705,q,0.2372,,,0,107,107,116,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,165.771,166.1213,space,0.334,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/g3.bmp,,,166.1214,166.8559,p,0.326,,,0,108,108,32,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,166.8563,167.19,space,0.327,,,,,,,,,,,,,stimuli/w02.bmp,stimuli/g5.bmp,,,167.19,167.9411,p,0.333,,,0,109,109,55,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,167.9417,168.2922,space,0.3415,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/g6.bmp,,,168.2922,168.993,p,0.2935,,,0,110,110,64,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,168.9934,169.3605,space,0.3523,,,,,,,,,,,,,stimuli/w01.bmp,stimuli/t1.bmp,,,169.3606,170.0281,q,0.2497,,,0,111,111,78,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,170.0286,170.3623,space,0.3256,,,,,,,,,,,,,stimuli/b01.bmp,stimuli/g1.bmp,,,170.3623,171.0297,p,0.2608,,,0,112,112,0,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,171.0302,171.3806,space,0.3367,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/g2.bmp,,,171.3806,172.1821,p,0.3935,,,0,113,113,23,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,172.1826,172.5827,space,0.3848,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/g1.bmp,,,172.5828,173.2003,p,0.2016,,,0,114,114,11,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,173.2009,173.6012,space,0.3913,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/g6.bmp,,,173.6013,174.2194,p,0.2119,,,0,115,115,71,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,174.22,174.6195,space,0.3882,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/t5.bmp,,,174.6195,175.2371,q,0.2047,,,0,116,116,124,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,175.2376,175.638,space,0.3876,,,,,,,,,,,,,stimuli/w02.bmp,stimuli/g4.bmp,,,175.638,176.3892,p,0.3411,,,0,117,117,43,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,176.3896,176.7567,space,0.354,,,,,,,,,,,,,stimuli/w05.bmp,stimuli/g2.bmp,,,176.7568,177.4911,p,0.3243,,,0,118,118,22,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,177.4918,177.9923,space,0.4848,,,,,,,,,,,,,stimuli/b06.bmp,stimuli/t4.bmp,,,177.9923,178.8267,p,0.4209,,,0,119,119,113,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,178.8271,179.2609,space,0.4178,,,,,,,,,,,,,stimuli/b01.bmp,stimuli/g2.bmp,,,179.261,179.862,p,0.1882,,,0,120,120,12,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,179.8624,180.2293,space,0.3533,,,,,,,,,,,,,stimuli/b01.bmp,stimuli/t5.bmp,,,180.2293,180.9136,q,0.2677,,,0,121,121,120,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,180.914,181.2316,space,0.2985,,,,,,,,,,,,,stimuli/w01.bmp,stimuli/t5.bmp,,,181.2317,181.9822,p,0.3221,,,0,122,122,126,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,181.9827,182.3162,space,0.3179,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/g4.bmp,,,182.3163,182.9338,q,0.2045,,,0,123,123,38,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,182.9343,183.3517,space,0.4012,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/g5.bmp,,,183.3517,184.1868,p,0.4276,,,0,124,124,56,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,184.1876,184.5703,space,0.3676,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/t1.bmp,,,184.5704,185.2713,q,0.2917,,,0,125,125,80,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,185.2717,185.689,space,0.409,,,,,,,,,,,,,stimuli/w02.bmp,stimuli/g1.bmp,,,185.6891,186.3399,p,0.2349,,,0,126,126,7,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,186.3403,186.9912,space,0.6381,,,,,,,,,,,,,stimuli/b01.bmp,stimuli/g3.bmp,,,186.9912,187.6756,p,0.2692,,,0,127,127,24,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,187.6761,188.0095,space,0.3179,,,,,,,,,,,,,stimuli/b05.bmp,stimuli/g3.bmp,,,188.0095,188.6609,q,0.2352,,,0,128,128,28,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,188.6615,189.1949,space,0.527,,,,,,,,,,,,,stimuli/b06.bmp,stimuli/g6.bmp,,,189.1949,189.7792,p,0.1713,,,0,129,129,65,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,189.7797,190.1632,space,0.3743,,,,,,,,,,,,,stimuli/w05.bmp,stimuli/t5.bmp,,,190.1633,190.7975,q,0.2289,,,0,130,130,130,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,190.7979,191.1315,space,0.3248,,,,,,,,,,,,,stimuli/w04.bmp,stimuli/g2.bmp,,,191.1316,191.7493,p,0.209,,,0,131,131,21,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,191.7497,192.1499,space,0.384,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/t5.bmp,,,192.1499,192.8345,q,0.2677,,,0,132,132,131,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,192.835,193.1853,space,0.3433,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/g6.bmp,,,193.1853,193.8528,p,0.2597,,,0,133,133,62,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,193.8534,194.2037,space,0.3338,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/t4.bmp,,,194.2037,194.8713,q,0.2591,,,0,134,134,110,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,194.8719,195.2053,space,0.3267,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/t2.bmp,,,195.2054,195.8898,q,0.2737,,,0,135,135,92,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,195.8903,196.2239,space,0.3226,,,,,,,,,,,,,stimuli/b03.bmp,stimuli/g2.bmp,,,196.2239,196.9418,p,0.3031,,,0,136,136,14,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,196.9422,197.2591,space,0.3016,,,,,,,,,,,,,stimuli/w04.bmp,stimuli/t5.bmp,,,197.2592,197.9101,q,0.233,,,0,137,137,129,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,197.9106,198.2608,space,0.3346,,,,,,,,,,,,,stimuli/w06.bmp,stimuli/t6.bmp,,,198.2609,202.4849,,,,space,0,138,138,143,1,3.3041,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,202.4993,203.7703,space,1.2593,,,,,,,,,,,,,stimuli/w03.bmp,stimuli/t6.bmp,,,203.7703,204.4715,q,0.293,,,0,139,139,140,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,204.472,204.8391,space,0.3513,,,,,,,,,,,,,stimuli/w04.bmp,stimuli/g1.bmp,,,204.8391,205.4231,p,0.176,,,0,140,140,9,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,205.4235,205.7238,space,0.2869,,,,,,,,,,,,,stimuli/w02.bmp,stimuli/t6.bmp,,,205.7239,206.4916,q,0.3535,,,0,141,141,139,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,206.4921,206.9593,space,0.451,,,,,,,,,,,,,stimuli/w02.bmp,stimuli/g3.bmp,,,206.9594,207.5769,p,0.2111,,,0,142,142,31,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,207.5774,207.9277,space,0.3349,,,,,,,,,,,,,stimuli/w04.bmp,stimuli/t1.bmp,,,207.9277,208.5953,q,0.2514,,,0,143,143,81,1,,,,,,,
,,,,,798436,001,2023-10-23_19h29.14.311,psychopy project,2023.2.3,Win32,60.33910577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.596,208.9463,space,0.3312,